epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,97.0366,1.78158,3.39954,4.07307,1.2827,0,0.00468,0.12416,0.01775,0.00758,0.00488,0.13471,0.01746,0.00725,1.64229,3.18117,4.52663,1.31491,0,0.000588,0.000588,0.000588
